white wine quality database, 0=undrinkable, 1=undrinkable, 2=undrinkable, 3=poor, 4=below average, 5=average, 6=above average, 7=good, 8=great, 9=superb, 10=unrivaled
2773,6,7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6
2774,6,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3
2775,6,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3
2776,6,6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4
2777,6,7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1
2778,6,6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8
2779,6,5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10
2780,6,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9
2781,6,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4
2782,6,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9
2783,6,5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8
2784,6,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5
2785,6,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9
2786,6,7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3
2787,6,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9
2788,6,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5
2789,6,6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3
2790,6,8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5
2791,6,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5
2792,6,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5
2793,6,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8
2794,6,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10
2795,6,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10
2796,6,6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12
2797,6,7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6
2798,6,8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10
2799,6,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3
2800,6,7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2
2801,6,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2
2802,6,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1
2803,6,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5
2804,6,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2
2805,6,6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12
2806,6,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5
2807,6,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1
2808,6,6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8
2809,6,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3
2810,6,7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7
2811,6,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4
2812,6,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4
2813,6,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4
2814,6,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2
2815,6,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4
2816,6,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5
2817,6,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8
2818,6,7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4
2819,6,6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1
2820,6,6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4
2821,6,7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4
2822,6,7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5
2823,6,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5
2824,6,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1
2825,6,6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11
2826,6,6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2
2827,6,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5
2828,6,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1
2829,6,7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4
2830,6,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2
2831,6,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5
2832,6,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10
2833,6,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10
2834,6,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6
2835,6,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11
2836,6,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5
2837,6,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2
2838,6,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11
2839,6,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2
2840,6,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3
2841,6,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6
2842,6,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4
2843,6,6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3
2844,6,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4
2845,6,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4
2846,6,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7
2847,6,5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7
2848,6,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8
2849,6,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13
2850,6,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2
2851,6,6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5
2852,6,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4
2853,6,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4
2854,6,6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3
2855,6,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3
2856,6,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4
2857,6,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4
2858,6,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7
2859,6,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2
2860,6,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5
2861,6,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8
2862,6,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1
2863,6,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1
2864,6,6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2
2865,6,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8
2866,6,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7
2867,6,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7
2868,6,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11
2869,6,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11
2870,6,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4
2871,6,6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9
2872,6,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12
2873,6,6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7
2874,6,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11
2875,6,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9
2876,6,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9
2877,6,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11
2878,6,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4
2879,6,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9
2880,6,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9
2881,6,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11
2882,6,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1
2883,6,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7
2884,6,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7
2885,6,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4
2886,6,6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12
2887,6,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7
2888,6,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11
2889,6,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5
2890,6,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3
2891,6,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11
2892,6,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1
2893,6,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11
2894,6,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8
2895,6,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8
2896,6,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2
2897,6,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
2898,6,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11
2899,6,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4
2900,6,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
2901,6,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12
2902,6,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4
2903,6,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8
2904,6,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11
2905,6,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
2906,6,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5
2907,6,7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5
2908,6,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2
2909,6,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5
2910,6,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4
2911,6,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4
2912,6,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3
2913,6,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8
2914,6,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4
2915,6,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4
2916,6,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2
2917,6,6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3
2918,6,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9
2919,6,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4
2920,6,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7
2921,6,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9
2922,6,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5
2923,6,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5
2924,6,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8
2925,6,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4
2926,6,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3
2927,6,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5
2928,6,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9
2929,6,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3
2930,6,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5
2931,6,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3
2932,6,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3
2933,6,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5
2934,6,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4
2935,6,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10
2936,6,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10
2937,6,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9
2938,6,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2
2939,6,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2
2940,6,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4
2941,6,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6
2942,6,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9
2943,6,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2
2944,6,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
2945,6,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
2946,6,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1
2947,6,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9
2948,6,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2
2949,6,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7
2950,6,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12
2951,6,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7
2952,6,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
2953,6,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8
2954,6,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2
2955,6,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9
2956,6,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1
2957,6,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8
2958,6,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3
2959,6,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9
2960,6,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12
2961,6,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
2962,6,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
2963,6,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
2964,6,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4
2965,6,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
2966,6,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4
2967,6,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14
2968,6,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
2969,6,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1
2970,6,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3
2971,6,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6
2972,6,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5
2973,6,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9
2974,6,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9
2975,6,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12
2976,6,5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5
2977,6,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5
2978,6,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9
2979,6,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7
2980,6,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12
2981,6,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3
2982,6,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12
2983,6,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5
2984,6,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3
2985,6,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9
2986,6,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3
2987,6,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11
2988,6,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6
2989,6,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9
2990,6,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9
2991,6,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5
2992,6,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5
2993,6,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9
2994,6,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12
2995,6,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6
2996,6,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3
2997,6,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5
2998,6,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9
2999,6,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12
3000,6,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12
3001,6,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2
3002,6,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9
3003,6,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5
3004,6,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4
3005,6,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4
3006,6,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5
3007,6,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9
3008,6,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4
3009,6,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2
3010,6,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5
3011,6,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11
3012,6,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6
3013,6,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5
3014,6,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6
3015,6,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3
3016,6,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9
3017,6,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3018,6,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3019,6,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3020,6,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3021,6,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3022,6,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3023,6,5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6
3024,6,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8
3025,6,5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2
3026,6,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7
3027,6,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4
3028,6,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8
3029,6,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4
3030,6,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2
3031,6,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4
3032,6,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1
3033,6,6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8
3034,6,6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3
3035,6,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6
3036,6,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1
3037,6,5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12
3038,6,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2
3039,6,6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7
3040,6,7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12
3041,6,6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6
3042,6,6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11
3043,6,6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1
3044,6,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5
3045,6,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9
3046,6,6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4
3047,6,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5
3048,6,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5
3049,6,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5
3050,6,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9
3051,6,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5
3052,6,6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6
3053,6,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5
3054,6,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5
3055,6,6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6
3056,6,6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6
3057,6,6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8
3058,6,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9
3059,6,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9
3060,6,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3
3061,6,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6
3062,6,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5
3063,6,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4
3064,6,5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2
3065,6,6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7
3066,6,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5
3067,6,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4
3068,6,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9
3069,6,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3
3070,6,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6
3071,6,6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5
3072,6,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2
3073,6,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2
3074,6,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2
3075,6,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2
3076,6,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2
3077,6,5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11
3078,6,7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2
3079,6,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2
